Nombre,Plataforma,Genero,V_Global,Score,ESRB,Exito
Tamagotchi Connection: Corner Shop,DS,Simulation,1.26,59.0,E,1
SingStar '80s,PS2,Misc,1.3,78.0,T,1
Madden NFL 06,GBA,Sports,0.23,71.0,E,0
Star Wars: Battlefront II,PSP,Shooter,1.21,69.0,T,1
Infected,PSP,Shooter,0.15,74.0,M,0
Kingdom Under Fire: Heroes,XB,Strategy,0.15,78.0,M,0
Digimon World 4,PS2,Role-Playing,0.15,48.0,E,0
Dance Dance Revolution Extreme 2,PS2,Simulation,1.14,76.0,E10+,1
Shadow of the Colossus,PS2,Action,1.14,91.0,T,1
Tak: The Great Juju Challenge,GC,Platform,0.15,75.0,E,0
Amped 3,X360,Sports,0.16,72.0,T,0
Ultimate Spider-Man,DS,Action,0.15,78.0,E10+,0
Outlaw Tennis,XB,Sports,0.04,66.0,M,0
Gun,PS2,Shooter,1.17,77.0,M,1
Harry Potter and the Goblet of Fire,XB,Action,0.23,68.0,E10+,0
Harry Potter and the Goblet of Fire,DS,Action,0.23,68.0,E,0
Meteos,DS,Puzzle,0.23,88.0,E,0
The Incredible Hulk: Ultimate Destruction,XB,Action,0.23,84.0,T,0
Red Ninja: End of Honor,PS2,Action,0.04,47.0,M,0
Enthusia Professional Racing,PS2,Racing,0.15,70.0,E,0
The Movies,PC,Simulation,0.04,84.0,T,0
Madagascar,PS2,Platform,1.31,69.0,E10+,1
Midway Arcade Treasures 3,PS2,Misc,0.16,67.0,E,0
Special Forces: Nemesis Strike,XB,Shooter,0.03,60.0,M,0
Mario Superstar Baseball,GC,Sports,1.46,76.0,E,1
WRC: FIA World Rally Championship,PSP,Racing,0.03,67.0,E,0
TimeSplitters: Future Perfect,XB,Shooter,0.16,83.0,M,0
True Swing Golf,DS,Sports,0.16,66.0,E,0
MX World Tour Featuring Jamie Little,XB,Racing,0.03,51.0,E,0
Major League Baseball 2K5,PS2,Sports,1.48,82.0,E,1
Crash Tag Team Racing,GC,Racing,0.16,66.0,E10+,0
Street Supremacy,PSP,Racing,0.03,41.0,E,0
From Russia With Love,GC,Action,0.22,70.0,T,0
Tork: Prehistoric Punk,XB,Platform,0.03,62.0,E,0
MVP Baseball 2005,PS2,Sports,1.54,87.0,E,1
NBA 06,PSP,Sports,0.22,72.0,E,0
Electroplankton,DS,Misc,0.03,71.0,E,0
Pinball Hall of Fame: The Gottlieb Collection,PSP,Misc,0.23,73.0,E,0
The Incredibles: Rise of the Underminer,GC,Action,0.16,67.0,E10+,0
Flow: Urban Dance Uprising,PS2,Misc,0.04,65.0,T,0
Need for Speed Underground Rivals,PSP,Racing,1.32,74.0,E,1
Super Army War,GBA,Action,0.04,58.0,T,0
SSX On Tour,PSP,Sports,0.23,79.0,E,0
Spyro: Shadow Legacy,DS,Action,0.16,50.0,E,0
Monster Hunter Freedom,PSP,Role-Playing,1.34,71.0,T,1
Doom 3,XB,Shooter,1.34,88.0,M,1
Dynasty Warriors 5,PS2,Action,1.39,69.0,T,1
Robots,GC,Action,0.16,56.0,E,0
Gumby vs. the Astrobots,GBA,Action,0.04,63.0,E,0
Spartan: Total Warrior,PS2,Action,0.22,74.0,M,0
Without Warning,PS2,Shooter,0.04,45.0,M,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,Action,0.04,56.0,E10+,0
The Sims 2,PSP,Simulation,1.37,65.0,T,1
NBA Street: Showdown,PSP,Sports,0.22,75.0,E,0
Steambot Chronicles,PS2,Role-Playing,0.04,74.0,T,0
Mario Party 7,GC,Misc,1.57,64.0,E,1
Midway Arcade Treasures: Extended Play,PSP,Misc,0.24,63.0,M,0
Call Of Duty 2: Big Red One,XB,Shooter,1.12,78.0,T,1
Prince of Persia: The Two Thrones,GC,Action,0.15,84.0,M,0
The Incredible Hulk: Ultimate Destruction,GC,Action,0.15,84.0,T,0
Shadow The Hedgehog,GC,Platform,0.99,51.0,E10+,0
World Series of Poker,GC,Misc,0.05,44.0,E10+,0
Ms Saga: A New Dawn,PS2,Role-Playing,0.05,65.0,E10+,0
Capcom Classics Collection,XB,Misc,0.15,81.0,T,0
"Ed, Edd n Eddy: The Mis-Edventures",GC,Platform,0.25,55.0,E,0
X-Men Legends II: Rise of Apocalypse,GC,Role-Playing,0.25,82.0,T,0
Rugby 2005,XB,Sports,0.05,75.0,E,0
Taito Legends,XB,Misc,0.05,74.0,T,0
Brain Boost: Beta Wave,DS,Puzzle,0.15,39.0,E,0
American Chopper 2: Full Throttle,GC,Racing,0.05,54.0,T,0
The Incredibles: Rise of the Underminer,DS,Action,0.15,54.0,E10+,0
Geist,GC,Adventure,0.15,66.0,M,0
Crime Life: Gang Wars,XB,Action,0.05,30.0,M,0
187: Ride or Die,PS2,Racing,0.15,52.0,M,0
Mario Party Advance,GBA,Misc,0.98,54.0,E,0
America's Army: Rise of a Soldier,XB,Shooter,0.25,70.0,T,0
Sigma Star Saga,GBA,Role-Playing,0.05,68.0,E10+,0
The Sims 2,DS,Simulation,0.93,70.0,E10+,0
NHL 06,XB,Sports,0.25,79.0,E10+,0
Super Monkey Ball Deluxe,XB,Misc,0.15,81.0,E,0
Tom Clancy's Splinter Cell: Chaos Theory,PS2,Action,0.95,87.0,M,0
The Sims 2,XB,Simulation,0.25,75.0,T,0
Zoo Tycoon DS,DS,Strategy,0.98,44.0,E,0
Star Wars: Republic Commando,PC,Shooter,0.05,78.0,T,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GBA,Action,0.05,73.0,E10+,0
Devil Kings,PS2,Action,0.25,64.0,T,0
Batman Begins,GC,Action,0.15,66.0,T,0
Pac-Man World 3,XB,Platform,0.15,65.0,E,0
Grand Theft Auto: San Andreas,PC,Action,0.97,93.0,M,0
NCAA Football 06,XB,Sports,0.97,87.0,E,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,GC,Platform,0.05,58.0,E10+,0
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,Shooter,1.12,82.0,M,1
Brain Boost: Gamma Wave,DS,Puzzle,0.15,40.0,E,0
Sniper Elite,XB,Shooter,0.09,77.0,M,0
Star Fox: Assault,GC,Shooter,1.08,67.0,T,1
Dragon Ball Z: Sagas,XB,Fighting,0.24,51.0,T,0
Crash Tag Team Racing,PSP,Racing,0.24,68.0,E10+,0
Namco Museum Battle Collection,PSP,Misc,1.08,73.0,E10+,1
The Bible Game,XB,Misc,0.05,60.0,E,0
Bubble Bobble Revolution,DS,Puzzle,0.05,38.0,E,0
Peter Jackson's King Kong: The Official Game of the Movie,GC,Action,0.24,81.0,T,0
Untold Legends: Brotherhood of the Blade,PSP,Role-Playing,1.09,68.0,T,1
Bomberman,DS,Puzzle,0.15,75.0,E,0
Fantastic 4,GC,Action,0.24,61.0,T,0
Tony Hawk's American Sk8land,GBA,Sports,0.24,64.0,E,0
Tom Clancy's Splinter Cell: Chaos Theory,XB,Action,1.11,94.0,M,1
Kingdom of Paradise,PSP,Role-Playing,0.15,72.0,T,0
Operation Flashpoint: Elite,XB,Shooter,0.04,64.0,T,0
Killer7,GC,Action,0.15,74.0,M,0
Super Princess Peach,DS,Platform,1.03,75.0,E,1
Indigo Prophecy,PS2,Adventure,0.15,83.0,M,0
SoulCalibur III,PS2,Fighting,1.07,86.0,T,1
MX vs. ATV Unleashed,PS2,Racing,1.03,79.0,E,1
Need for Speed: Most Wanted,XB,Racing,1.04,83.0,T,1
Frogger: Ancient Shadow,GC,Platform,0.05,54.0,E,0
MLB,PSP,Sports,0.24,80.0,E,0
Forza Motorsport,XB,Racing,1.05,92.0,E,1
Raze's Hell,XB,Shooter,0.05,71.0,M,0
Super Monkey Ball Deluxe,PS2,Misc,0.24,78.0,E,0
TimeSplitters: Future Perfect,PS2,Shooter,0.24,84.0,M,0
DK: King of Swing,GBA,Platform,0.24,70.0,E,0
Tom Clancy's Rainbow Six: Lockdown,GC,Shooter,0.05,72.0,M,0
NBA Street V3,PS2,Sports,1.06,89.0,E,1
Musashi: Samurai Legend,PS2,Role-Playing,0.15,64.0,T,0
World Tour Soccer,PSP,Sports,1.07,70.0,E,1
FIFA 06: Road to FIFA World Cup,X360,Sports,0.15,62.0,E,0
Harvest Moon: Magical Melody,GC,Simulation,0.24,83.0,E,0
Medal of Honor European Assault,GC,Shooter,0.25,71.0,T,0
Digimon World 4,XB,Role-Playing,0.03,54.0,E,0
S.L.A.I.: Steel Lancer Arena International,PS2,Simulation,0.03,66.0,T,0
Star Wars Episode III: Revenge of the Sith,PS2,Action,3.32,60.0,T,1
Playboy: The Mansion,PS2,Simulation,0.2,59.0,M,0
Top Gear RPM Tuning,XB,Racing,0.02,45.0,T,0
Tiger Woods PGA Tour 06,PSP,Sports,0.2,80.0,E,0
Juiced,XB,Racing,0.18,68.0,T,0
Star Wars: Battlefront II,PS2,Shooter,3.59,84.0,T,1
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,Action,0.2,53.0,E10+,0
Resident Evil 4,PS2,Action,3.62,96.0,M,1
Predator: Concrete Jungle,PS2,Action,0.2,47.0,M,0
Big Mutha Truckers 2,PS2,Racing,0.2,51.0,M,0
Burnout Legends,DS,Racing,0.18,38.0,E,0
Armored Core: Last Raven,PS2,Simulation,0.18,59.0,T,0
Tekken 5,PS2,Fighting,3.87,88.0,T,1
The Incredibles: Rise of the Underminer,PC,Action,0.02,65.0,E10+,0
Midnight Club 3: DUB Edition,PSP,Racing,3.65,74.0,E10+,1
Kao the Kangaroo Round 2,GC,Platform,0.02,57.0,E,0
Sonic Rush,DS,Platform,3.12,82.0,E,1
Ridge Racer 6,X360,Racing,0.2,74.0,E,0
Dead to Rights II,PS2,Shooter,0.2,51.0,M,0
Motocross Mania 3,XB,Racing,0.02,38.0,T,0
Pump It Up: Exceed,XB,Misc,0.02,74.0,T,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,Platform,0.02,57.0,E10+,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",XB,Action,0.2,72.0,T,0
Starship Troopers,PC,Shooter,0.02,46.0,M,0
TMNT: Mutant Melee,XB,Fighting,0.02,43.0,T,0
Heroes of the Pacific,PC,Simulation,0.02,76.0,T,0
The Suffering: Ties That Bind,PS2,Action,0.17,75.0,M,0
Rainbow Islands Revolution,DS,Platform,0.02,54.0,E,0
Namco Museum: 50th Anniversary,GBA,Misc,0.2,60.0,E,0
Red Ninja: End of Honor,XB,Action,0.02,46.0,M,0
From Russia With Love,XB,Action,0.2,71.0,T,0
Namco Museum: 50th Anniversary,XB,Misc,0.18,62.0,E10+,0
EyeToy: Kinetic,PS2,Sports,0.17,78.0,E,0
Call Of Duty 2: Big Red One,PS2,Shooter,2.67,77.0,T,1
Charlie and the Chocolate Factory,GC,Adventure,0.18,39.0,E,0
Namco Museum: 50th Anniversary,PS2,Misc,3.98,61.0,E10+,1
Gauntlet: Seven Sorrows,XB,Role-Playing,0.18,61.0,T,0
Big Brain Academy,DS,Misc,6.62,74.0,E,1
NARC,XB,Shooter,0.18,51.0,M,0
Grand Theft Auto: Liberty City Stories,PSP,Action,7.69,88.0,M,1
Conflict: Global Terror,PS2,Shooter,0.19,62.0,M,0
Death Jr.,PSP,Platform,0.19,61.0,T,0
Serious Sam II,PC,Shooter,0.01,74.0,M,0
Close Combat: First to Fight,XB,Shooter,0.18,69.0,T,0
Animal Crossing: Wild World,DS,Simulation,12.13,86.0,E,1
Rise of the Kasai,PS2,Action,0.19,68.0,M,0
Brain Age 2: More Training in Minutes a Day,DS,Puzzle,15.29,77.0,E,1
Brain Age: Train Your Brain in Minutes a Day,DS,Misc,20.15,77.0,E,1
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,Action,0.19,68.0,E10+,0
Mario Kart DS,DS,Racing,23.21,91.0,E,1
Samurai Warriors: State of War,PSP,Action,0.18,64.0,T,0
Dragon Booster,DS,Shooter,0.02,33.0,E,0
Aeon Flux,XB,Action,0.01,69.0,T,0
Codename: Panzers Phase Two,PC,Strategy,0.01,80.0,T,0
Sniper Elite,PS2,Shooter,0.19,76.0,M,0
Harry Potter and the Goblet of Fire,PSP,Action,0.19,70.0,E10+,0
Sniper Elite,PC,Shooter,0.02,76.0,M,0
FIFA Soccer 06,PS2,Sports,4.21,80.0,E,1
Kao the Kangaroo Round 2,PS2,Platform,0.02,58.0,E,0
Kingdom Hearts II,PS2,Role-Playing,4.33,87.0,E10+,1
LifeSigns: Surgical Unit,DS,Simulation,0.01,61.0,T,0
Need for Speed: Most Wanted,PS2,Racing,4.37,82.0,T,1
Gun,GC,Shooter,0.18,77.0,M,0
Shadow The Hedgehog,XB,Platform,0.18,49.0,E10+,0
Space Invaders Revolution,DS,Shooter,0.01,49.0,E,0
Madden NFL 06,PS2,Sports,4.91,88.0,E,1
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,0.19,56.0,T,0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,Action,0.18,65.0,E10+,0
God of War,PS2,Action,4.45,94.0,M,1
Guild Wars,PC,Role-Playing,0.03,89.0,T,0
True Crime: New York City,GC,Action,0.17,59.0,M,0
Kao Challengers,PSP,Platform,0.02,57.0,E,0
Animaniacs: The Great Edgar Hunt,GC,Platform,0.03,65.0,E,0
NHL 2K6,XB,Sports,0.21,83.0,E10+,0
50 Cent: Bulletproof,PS2,Action,1.77,47.0,M,1
D1 Professional Drift Grand Prix Series,PS2,Racing,0.03,45.0,E10+,0
World Poker Tour,PS2,Misc,0.21,60.0,T,0
MVP Baseball,PSP,Sports,0.21,67.0,E,0
The King of Fighters 02/03,XB,Fighting,0.03,76.0,T,0
Tony Hawk's American Sk8land,DS,Sports,0.21,84.0,E,0
Frogger: Ancient Shadow,XB,Platform,0.03,47.0,E,0
Pac-Man World 3,PS2,Platform,0.21,63.0,E,0
Madden NFL 06,XB,Sports,1.86,86.0,E,1
Darkwatch,XB,Shooter,0.21,75.0,M,0
Grand Theft Auto: San Andreas,XB,Action,1.95,93.0,AO,1
Metal Saga,PS2,Role-Playing,0.03,62.0,T,0
NCAA Football 06,PS2,Sports,1.84,87.0,E,1
SSX On Tour,GC,Sports,0.17,80.0,E,0
Spectral Souls: Resurrection of the Ethereal Empires,PSP,Role-Playing,0.03,47.0,T,0
SOCOM 3: U.S. Navy SEALs,PS2,Shooter,1.69,82.0,M,1
Pursuit Force,PSP,Racing,0.16,75.0,T,0
Sid Meier's Civilization IV,PC,Strategy,0.16,94.0,E10+,0
Super Mario Strikers,GC,Sports,1.61,76.0,E,1
Shrek SuperSlam,GC,Action,0.22,70.0,E10+,0
Empire Earth II,PC,Strategy,0.03,79.0,T,0
Pac-Man World 3,DS,Platform,0.17,44.0,E,0
DICE: DNA Integrated Cybernetic Enterprises,PS2,Shooter,0.03,48.0,E10+,0
Dragon Ball Z: Budokai Tenkaichi,PS2,Fighting,1.66,72.0,T,1
Virtual Pool: Tournament Edition,XB,Sports,0.03,62.0,E,0
Star Wars: Battlefront II,XB,Shooter,1.67,83.0,T,1
Popeye: Rush for Spinach,GBA,Platform,0.03,48.0,E,0
Namco Museum: 50th Anniversary,GC,Misc,0.21,60.0,E10+,0
NBA,PSP,Sports,0.21,57.0,E,0
Resident Evil 4,GC,Action,1.69,96.0,M,1
Atomic Betty,GBA,Puzzle,0.03,62.0,E,0
Chicago Enforcer,XB,Shooter,0.02,33.0,M,0
SWAT 4,PC,Shooter,0.03,85.0,M,0
Pokémon Mystery Dungeon: Blue Rescue Team,DS,Role-Playing,2.02,62.0,E,1
Falcon 4.0: Allied Force,PC,Simulation,0.02,90.0,T,0
GT Legends,PC,Racing,0.02,84.0,E,0
Dragon Ball Z: Sagas,GC,Fighting,0.21,48.0,T,0
MX World Tour Featuring Jamie Little,PS2,Racing,0.17,52.0,E,0
Zathura,XB,Adventure,0.02,48.0,E10+,0
Iron Phoenix,XB,Fighting,0.02,58.0,T,0
ScrapLand,XB,Action,0.02,73.0,T,0
Guitar Hero,PS2,Misc,2.38,91.0,T,1
NCAA March Madness 06,XB,Sports,0.2,76.0,E,0
Indigo Prophecy,PC,Adventure,0.02,85.0,M,0
Quake 4,PC,Shooter,0.02,81.0,M,0
Fight Night Round 2,GC,Fighting,0.17,87.0,T,0
SBK: Snowboard Kids,DS,Sports,0.02,63.0,E,0
The Con,PSP,Fighting,0.2,63.0,T,0
Suikoden Tactics,PS2,Strategy,0.2,68.0,T,0
Dungeon Siege II,PC,Role-Playing,0.03,80.0,M,0
Tak: The Great Juju Challenge,GBA,Platform,0.17,52.0,E,0
Evil Dead: Regeneration,PS2,Action,0.21,68.0,M,0
Call of Duty 2,X360,Shooter,2.03,89.0,T,1
Cold War,XB,Shooter,0.02,60.0,T,0
Peter Jackson's King Kong: The Official Game of the Movie,PS2,Action,2.04,82.0,T,1
Beat Down: Fists of Vengeance,PS2,Action,0.17,48.0,M,0
World Series of Poker,PSP,Misc,0.21,37.0,E10+,0
Need for Speed: Most Wanted 5-1-0,PSP,Racing,2.07,72.0,E10+,1
Tiger Woods PGA Tour,PSP,Sports,0.21,78.0,E,0
"Ed, Edd n Eddy: The Mis-Edventures",XB,Platform,0.02,56.0,E,0
Star Wars: Battlefront II,PC,Shooter,0.17,78.0,T,0
Devil May Cry 3: Dante's Awakening,PS2,Action,2.09,84.0,M,1
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Action,0.02,66.0,E10+,0
Total Overdose: A Gunslinger's Tale in Mexico,XB,Shooter,0.02,71.0,M,0
Project: Snowblind,PS2,Action,0.21,78.0,T,0
Batman Begins,GBA,Action,0.17,61.0,E10+,0
Batman Begins,XB,Action,0.21,65.0,T,0
Legend of Kay,PS2,Action,0.05,72.0,E10+,0
Cold Winter,PS2,Shooter,0.11,73.0,M,0
Myst IV: Revelation,XB,Adventure,0.05,75.0,T,0
Need for Speed: Most Wanted,GC,Racing,0.56,80.0,T,0
True Crime: New York City,XB,Action,0.28,60.0,M,0
Battlefield 2: Modern Combat,XB,Shooter,0.56,80.0,T,0
Spider-Man 2,PSP,Action,0.7,67.0,T,0
Jade Empire,XB,Role-Playing,0.7,89.0,M,0
Fatal Frame III: The Tormented,PS2,Action,0.08,78.0,M,0
Madagascar,XB,Platform,0.28,71.0,E10+,0
Ape Escape: On the Loose,PSP,Platform,0.7,66.0,E,0
Classic Action: Devilish,DS,Misc,0.07,40.0,T,0
Disney's Chicken Little,GBA,Platform,0.7,71.0,E,0
Midway Arcade Treasures 3,GC,Misc,0.07,65.0,E,0
Halo 2 Multiplayer Map Pack,XB,Shooter,0.69,89.0,M,0
Mortal Kombat: Shaolin Monks,PS2,Action,0.69,77.0,M,0
Prince of Persia: The Two Thrones,PS2,Action,0.68,85.0,M,0
Battlefield 2,PC,Shooter,0.08,91.0,T,0
Dynasty Warriors 5: Xtreme Legends,PS2,Action,0.57,57.0,T,0
Madden NFL 06,GC,Sports,0.57,86.0,E,0
FIFA Soccer 06,XB,Sports,0.68,80.0,E,0
Fable: The Lost Chapters,PC,Role-Playing,0.07,83.0,M,0
TimeSplitters: Future Perfect,GC,Shooter,0.08,82.0,M,0
Spartan: Total Warrior,GC,Action,0.07,73.0,M,0
Real Time Conflict: Shogun Empires,DS,Strategy,0.07,35.0,E10+,0
Star Wars: Republic Commando,XB,Shooter,0.67,78.0,T,0
Colosseum: Road to Freedom,PS2,Role-Playing,0.07,56.0,M,0
Tales of the Abyss,PS2,Role-Playing,0.57,78.0,T,0
NHL 06,GC,Sports,0.08,78.0,E10+,0
ATV Offroad Fury: Blazin' Trails,PSP,Racing,0.57,63.0,E,0
Batman Begins,PS2,Action,0.56,64.0,T,0
Major League Baseball 2K5,XB,Sports,0.56,81.0,E,0
Midnight Club 3: DUB Edition,XB,Racing,0.74,84.0,E10+,0
Frogger: Helmet Chaos,DS,Platform,0.06,69.0,E,0
Drakengard 2,PS2,Role-Playing,0.13,58.0,M,0
Exit,PSP,Puzzle,0.08,77.0,E,0
NanoBreaker,PS2,Action,0.06,51.0,M,0
World Poker Tour,XB,Misc,0.06,63.0,T,0
Jak X: Combat Racing,PS2,Racing,0.55,76.0,T,0
187: Ride or Die,XB,Racing,0.06,51.0,M,0
Mega Man Anniversary Collection,XB,Platform,0.13,80.0,E,0
Outlaw Tennis,PS2,Sports,0.08,67.0,M,0
Ultimate Spider-Man,PS2,Action,0.72,74.0,T,0
Tim Burton's The Nightmare Before Christmas: The Pumpkin King,GBA,Platform,0.14,71.0,E10+,0
Gunstar Super Heroes,GBA,Shooter,0.07,83.0,E10+,0
Smart Bomb,PSP,Puzzle,0.08,45.0,E10+,0
Hello Kitty: Roller Rescue,GC,Action,0.08,64.0,E,0
Disney's Kim Possible: Kimmunicator,DS,Platform,0.13,61.0,E,0
Metal Gear Solid 3: Subsistence,PS2,Action,0.55,94.0,M,0
Kirby: Canvas Curse,DS,Platform,0.72,86.0,E,0
Dead to Rights: Reckoning,PSP,Shooter,0.13,54.0,M,0
Karaoke Revolution Party,XB,Misc,0.07,80.0,E10+,0
The King of Fighters 02/03,PS2,Fighting,0.07,73.0,T,0
Archer Maclean's Mercury,PSP,Puzzle,0.56,75.0,E,0
Shin Megami Tensei: Digital Devil Saga 2,PS2,Role-Playing,0.08,82.0,M,0
Full Spectrum Warrior,PS2,Strategy,0.3,74.0,M,0
Disney's Chicken Little,XB,Platform,0.14,68.0,E10+,0
Doom 3: Resurrection of Evil,XB,Shooter,0.71,77.0,M,0
Pac-Pix,DS,Puzzle,0.27,71.0,E,0
Madagascar,GC,Platform,0.66,70.0,E10+,0
Far Cry Instincts,XB,Shooter,0.57,85.0,M,0
Need for Speed: Most Wanted,PC,Racing,0.29,82.0,T,0
The Hustle: Detroit Streets,PSP,Sports,0.07,51.0,T,0
Tony Hawk's American Wasteland,XB,Sports,0.62,77.0,T,0
In The Groove,PS2,Misc,0.07,72.0,E,0
Evil Dead: Regeneration,XB,Action,0.08,66.0,M,0
Peter Jackson's King Kong: The Official Game of the Movie,DS,Action,0.13,28.0,T,0
Half-Life 2,XB,Shooter,0.61,90.0,M,0
PQ: Practical Intelligence Quotient,PSP,Puzzle,0.08,69.0,E,0
"Sakura Wars: So Long, My Love",PS2,Role-Playing,0.29,81.0,T,0
Area 51,XB,Shooter,0.29,72.0,M,0
Final Fantasy IV Advance,GBA,Role-Playing,0.61,85.0,E10+,0
Harry Potter and the Goblet of Fire,GBA,Action,0.61,71.0,E,0
Stuart Little 3: Big Photo Adventure,PS2,Platform,0.08,71.0,E,0
Shadow The Hedgehog,PS2,Platform,0.6,45.0,E10+,0
World Championship Poker: Deluxe Series,DS,Misc,0.08,67.0,E,0
Fight Night Round 2,XB,Fighting,0.6,88.0,T,0
Retro Atari Classics,DS,Misc,0.13,51.0,E,0
Need for Speed Underground 2,DS,Racing,0.13,65.0,E,0
Urban Reign,PS2,Action,0.08,60.0,T,0
Ys: The Ark of Napishtim,PS2,Role-Playing,0.13,72.0,T,0
X-Men Legends II: Rise of Apocalypse,PSP,Role-Playing,0.29,84.0,T,0
Trace Memory,DS,Adventure,0.29,70.0,T,0
Silent Hunter III,PC,Simulation,0.08,90.0,T,0
Heroes of the Pacific,PS2,Simulation,0.29,76.0,T,0
Ford Mustang: The Legend Lives,PS2,Racing,0.29,58.0,E,0
Pac-Man World 3,PSP,Platform,0.07,61.0,E,0
Phoenix Wright: Ace Attorney,DS,Adventure,0.92,81.0,T,0
Still Life,XB,Adventure,0.07,70.0,M,0
Romancing SaGa,PS2,Role-Playing,0.58,58.0,E10+,0
Ghost in the Shell: Stand Alone Complex,PSP,Adventure,0.07,61.0,T,0
Midway Arcade Treasures 3,XB,Misc,0.08,68.0,E,0
Brothers In Arms: Road to Hill 30,XB,Shooter,0.66,88.0,M,0
Radiata Stories,PS2,Role-Playing,0.65,74.0,T,0
Disney's Chicken Little,PS2,Platform,0.65,60.0,E10+,0
Tom Clancy's Splinter Cell: Chaos Theory,DS,Action,0.07,50.0,T,0
World Championship Poker 2: Featuring Howard Lederer,PSP,Misc,0.14,65.0,T,0
Champions: Return to Arms,PS2,Role-Playing,0.65,77.0,T,0
Harry Potter and the Goblet of Fire,PS2,Action,0.65,68.0,E10+,0
NHL 06,PS2,Sports,0.58,78.0,E10+,0
Marvel Nemesis: Rise of the Imperfects,XB,Fighting,0.28,58.0,T,0
Haunting Ground,PS2,Action,0.07,67.0,M,0
Karaoke Revolution Party,GC,Misc,0.07,80.0,E10+,0
NBA Live 06,XB,Sports,0.64,79.0,E,0
Tom Clancy's Ghost Recon 2,GC,Shooter,0.07,54.0,T,0
Prince of Persia: The Two Thrones,XB,Action,0.58,85.0,M,0
NBA Street V3,GC,Sports,0.29,88.0,E,0
The Warriors,XB,Action,0.28,85.0,M,0
Combat: Task Force 121,XB,Shooter,0.07,44.0,M,0
TMNT: Mutant Melee,GC,Fighting,0.07,44.0,T,0
Tak: The Great Juju Challenge,XB,Platform,0.07,75.0,E,0
Dragon Ball GT: Transformation,GBA,Action,0.28,69.0,E10+,0
X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,0.63,82.0,T,0
NASCAR 06: Total Team Control,PS2,Racing,0.63,78.0,E,0
NBA Live 06,X360,Sports,0.29,64.0,E,0
Big Mutha Truckers 2,XB,Racing,0.07,50.0,M,0
Rayman: Hoodlum's Revenge,GBA,Platform,0.06,61.0,E,0
Star Wars Episode III: Revenge of the Sith,GBA,Action,0.72,73.0,E10+,0
Star Wars Episode III: Revenge of the Sith,DS,Action,0.3,73.0,E10+,0
Ty the Tasmanian Tiger 3: Night of the Quinkan,GC,Action,0.09,68.0,E10+,0
Constantine,XB,Action,0.06,60.0,M,0
Rogue Galaxy,PS2,Role-Playing,0.84,83.0,T,0
Burnout Legends,PSP,Racing,0.84,86.0,E10+,0
We Love Katamari,PS2,Puzzle,0.52,86.0,E,0
Fire Pro Wrestling Returns,PS2,Sports,0.09,78.0,T,0
Ape Escape 3,PS2,Platform,0.13,77.0,E10+,0
Mario Tennis: Power Tour,GBA,Sports,0.52,81.0,E,0
Sly 3: Honor Among Thieves,PS2,Platform,0.83,83.0,E10+,0
SSX On Tour,XB,Sports,0.14,81.0,E,0
The Warriors,PS2,Action,0.53,84.0,M,0
Juiced,PS2,Racing,0.53,68.0,T,0
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,XB,Adventure,0.09,65.0,E10+,0
Dig Dug: Digging Strike,DS,Puzzle,0.06,65.0,E,0
Tony Hawk's Underground 2 Remix,PSP,Sports,0.82,83.0,T,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Action,0.06,58.0,E,0
MediEvil: Resurrection,PSP,Adventure,0.81,66.0,T,0
The Incredibles: Rise of the Underminer,XB,Action,0.09,63.0,E10+,0
Crash Tag Team Racing,PS2,Racing,0.54,66.0,E10+,0
PoPoLoCrois,PSP,Role-Playing,0.06,66.0,E,0
The Sims 2,PS2,Simulation,0.81,75.0,T,0
Splat Renegade Paintball,XB,Sports,0.06,44.0,T,0
Yakuza,PS2,Action,0.8,75.0,M,0
Trapt,PS2,Action,0.06,60.0,M,0
Gretzky NHL 06,PSP,Sports,0.14,65.0,E10+,0
Nanostray,DS,Shooter,0.06,71.0,E,0
Viewtiful Joe: Red Hot Rumble,GC,Action,0.06,62.0,T,0
The Sims 2: University,PC,Simulation,0.06,81.0,T,0
Generation of Chaos,PSP,Role-Playing,0.06,60.0,T,0
Brothers In Arms: Earned in Blood,XB,Shooter,0.31,85.0,M,0
Shadow Hearts: From The New World,PS2,Role-Playing,0.14,76.0,T,0
L.A. Rush,XB,Racing,0.14,59.0,T,0
World Series of Poker,XB,Misc,0.25,52.0,E10+,0
Burnout Revenge,PS2,Racing,0.9,90.0,E10+,0
Dynasty Warriors 5,XB,Action,0.05,66.0,T,0
